Date,Venue,Home.Team,Away.Team,Home.Score,Away.Score,Home.Margin,Away.Margin,Home.Win.Odds,Away.Win.Odds,Home.Line.Odds,Away.Line.Odds,Round,Season
24/6/17,Marvel,Western Bulldogs,North Melbourne,107,106,1,-1,1.18,4.8,-27.5,27.5,14,2017
25/6/17,GMHBA,Geelong,Fremantle,74,72,2,-2,1.06,10,-59.5,59.5,14,2017
25/6/17,M.C.G.,Richmond,Carlton,84,58,26,-26,1.38,3.15,-18.5,18.5,14,2017
25/6/17,Marvel,St Kilda,Gold Coast,103,72,31,-31,1.15,5.75,-38.5,38.5,14,2017
30/6/17,M.C.G.,Melbourne,Sydney,50,85,-35,35,2.4,1.56,11.5,-11.5,15,2017
1/7/17,Marvel,Western Bulldogs,West Coast,80,87,-7,7,1.32,3.5,-22.5,22.5,15,2017
1/7/17,M.C.G.,Carlton,Adelaide,77,89,-12,12,3.95,1.27,26.5,-26.5,15,2017
1/7/17,Metricon,Gold Coast,North Melbourne,118,99,19,-19,1.55,2.55,-11.5,11.5,15,2017
1/7/17,Adelaide,Port Adelaide,Richmond,63,76,-13,13,1.41,2.9,-13.5,13.5,15,2017
1/7/17,GIANTS,GWS,Geelong,68,68,0,0,1.37,3.05,-15.5,15.5,15,2017
2/7/17,Marvel,Essendon,Brisbane,82,90,-8,8,1.08,8,-48.5,48.5,15,2017
2/7/17,Domain,Fremantle,St Kilda,80,89,-9,9,2.5,1.56,10.5,-10.5,15,2017
2/7/17,M.C.G.,Hawthorn,Collingwood,118,94,24,-24,2.4,1.6,8.5,-8.5,15,2017
7/7/17,Adelaide,Adelaide,Western Bulldogs,104,45,59,-59,1.28,3.65,-24.5,24.5,16,2017
8/7/17,UTAS,Hawthorn,GWS,97,97,0,0,2.65,1.5,13.5,-13.5,16,2017
8/7/17,M.C.G.,Collingwood,Essendon,80,117,-37,37,1.92,1.92,0,0,16,2017
8/7/17,S.C.G.,Sydney,Gold Coast,118,51,67,-67,1.1,7.5,-45.5,45.5,16,2017
8/7/17,Gabba,Brisbane,Geelong,78,163,-85,85,5,1.17,31.5,-31.5,16,2017
8/7/17,Marvel,St Kilda,Richmond,138,71,67,-67,2.32,1.67,8.5,-8.5,16,2017
9/7/17,Marvel,North Melbourne,Fremantle,82,86,-4,4,1.37,3.2,-20.5,20.5,16,2017
9/7/17,Domain,West Coast,Port Adelaide,88,120,-32,32,1.7,2.2,-6.5,6.5,16,2017
9/7/17,M.C.G.,Carlton,Melbourne,82,90,-8,8,2.8,1.46,14.5,-14.5,16,2017
14/7/17,Marvel,St Kilda,Essendon,57,118,-61,61,2.2,1.67,6.5,-6.5,17,2017
15/7/17,Adelaide,Port Adelaide,North Melbourne,127,57,70,-70,1.11,7,-46.5,46.5,17,2017
15/7/17,M.C.G.,Geelong,Hawthorn,88,85,3,-3,1.38,3.15,-21.5,21.5,17,2017
15/7/17,Metricon,Gold Coast,Collingwood,88,103,-15,15,1.8,2.05,-3.5,3.5,17,2017
15/7/17,TIO,Melbourne,Adelaide,70,116,-46,46,5.5,1.14,32.5,-32.5,17,2017
15/7/17,GIANTS,GWS,Sydney,83,96,-13,13,3.1,1.36,15.5,-15.5,17,2017
16/7/17,Marvel,Richmond,Brisbane,112,81,31,-31,1.13,6.5,-40.5,40.5,17,2017
16/7/17,Domain,Fremantle,West Coast,44,74,-30,30,3.6,1.31,26.5,-26.5,17,2017
16/7/17,M.C.G.,Carlton,Western Bulldogs,62,82,-20,20,2.5,1.56,11.5,-11.5,17,2017
21/7/17,Adelaide,Adelaide,Geelong,91,70,21,-21,1.48,2.65,-13.5,13.5,18,2017
22/7/17,Marvel,Essendon,North Melbourne,132,105,27,-27,1.16,5.5,-37.5,37.5,18,2017
22/7/17,M.C.G.,Melbourne,Port Adelaide,88,65,23,-23,2.2,1.7,6.5,-6.5,18,2017
22/7/17,Cazaly's,Western Bulldogs,Gold Coast,110,56,54,-54,1.28,3.8,-25.5,25.5,18,2017
22/7/17,Domain,Fremantle,Hawthorn,48,100,-52,52,3.55,1.3,25.5,-25.5,18,2017
22/7/17,S.C.G.,Sydney,St Kilda,101,59,42,-42,1.1,7,-40.5,40.5,18,2017
23/7/17,M.C.G.,Richmond,GWS,64,45,19,-19,2.3,1.65,7.5,-7.5,18,2017
23/7/17,Marvel,Collingwood,West Coast,93,85,8,-8,1.76,2.1,-4.5,4.5,18,2017
23/7/17,Gabba,Brisbane,Carlton,112,82,30,-30,2,1.85,2.5,-2.5,18,2017
28/7/17,M.C.G.,Hawthorn,Sydney,72,66,6,-6,2.28,1.62,6.5,-6.5,19,2017
29/7/17,Blundstone,North Melbourne,Melbourne,76,72,4,-4,3.25,1.36,22.5,-22.5,19,2017
29/7/17,GIANTS,GWS,Fremantle,98,86,12,-12,1.09,8,-50.5,50.5,19,2017
29/7/17,Adelaide,Port Adelaide,St Kilda,63,61,2,-2,1.26,3.8,-23.5,23.5,19,2017
29/7/17,Metricon,Gold Coast,Richmond,65,98,-33,33,2.56,1.51,10.5,-10.5,19,2017
29/7/17,Marvel,Carlton,Geelong,58,123,-65,65,7,1.09,39.5,-39.5,19,2017
30/7/17,Marvel,Western Bulldogs,Essendon,127,97,30,-30,2.25,1.67,7.5,-7.5,19,2017
30/7/17,Domain,West Coast,Brisbane,113,45,68,-68,1.08,8.5,-53.5,53.5,19,2017
30/7/17,M.C.G.,Collingwood,Adelaide,103,103,0,0,2.5,1.55,10.5,-10.5,19,2017
4/8/17,GMHBA,Geelong,Sydney,61,107,-46,46,2.76,1.45,13.5,-13.5,20,2017
5/8/17,Canberra,GWS,Melbourne,97,62,35,-35,1.65,2.3,-8.5,8.5,20,2017
5/8/17,M.C.G.,Essendon,Carlton,84,76,8,-8,1.22,4.5,-29.5,29.5,20,2017
5/8/17,Gabba,Brisbane,Western Bulldogs,89,103,-14,14,4.15,1.25,27.5,-27.5,20,2017
5/8/17,Domain,Fremantle,Gold Coast,90,67,23,-23,1.4,2.94,-15.5,15.5,20,2017
5/8/17,Marvel,North Melbourne,Collingwood,57,111,-54,54,4,1.24,22.5,-22.5,20,2017
6/8/17,Marvel,St Kilda,West Coast,103,95,8,-8,1.7,2.2,-6.5,6.5,20,2017
6/8/17,M.C.G.,Richmond,Hawthorn,93,64,29,-29,1.7,2.2,-7.5,7.5,20,2017
6/8/17,Adelaide,Adelaide,Port Adelaide,130,46,84,-84,1.54,2.55,-11.5,11.5,20,2017
11/8/17,Marvel,Western Bulldogs,GWS,57,105,-48,48,2.66,1.47,12.5,-12.5,21,2017
12/8/17,S.C.G.,Sydney,Fremantle,143,39,104,-104,1.05,11,-54.5,54.5,21,2017
12/8/17,GMHBA,Geelong,Richmond,80,66,14,-14,2.25,1.68,8.5,-8.5,21,2017
12/8/17,Gabba,Brisbane,Gold Coast,142,84,58,-58,1.47,2.75,-15.5,15.5,21,2017
12/8/17,Domain,West Coast,Carlton,100,83,17,-17,1.11,6.6,-41.5,41.5,21,2017
12/8/17,Marvel,Essendon,Adelaide,80,123,-43,43,6,1.13,40.5,-40.5,21,2017
13/8/17,M.C.G.,Melbourne,St Kilda,96,72,24,-24,1.58,2.45,-11.5,11.5,21,2017
13/8/17,UTAS,Hawthorn,North Melbourne,116,89,27,-27,1.42,2.95,-16.5,16.5,21,2017
13/8/17,Adelaide,Port Adelaide,Collingwood,98,71,27,-27,1.36,3.25,-22.5,22.5,21,2017
18/8/17,Adelaide,Adelaide,Sydney,80,83,-3,3,2.05,1.77,3.5,-3.5,22,2017
19/8/17,Mars,Western Bulldogs,Port Adelaide,79,96,-17,17,1.96,1.88,1.5,-1.5,22,2017
19/8/17,M.C.G.,Collingwood,Geelong,59,70,-11,11,2.65,1.5,12.5,-12.5,22,2017
19/8/17,GIANTS,GWS,West Coast,81,60,21,-21,1.19,5,-34.5,34.5,22,2017
19/8/17,Metricon,Gold Coast,Essendon,57,90,-33,33,4.5,1.2,24.5,-24.5,22,2017
19/8/17,Marvel,Carlton,Hawthorn,77,70,7,-7,4,1.28,26.5,-26.5,22,2017
20/8/17,M.C.G.,Melbourne,Brisbane,104,91,13,-13,1.1,7.5,-44.5,44.5,22,2017
20/8/17,Domain,Fremantle,Richmond,51,155,-104,104,4,1.26,26.5,-26.5,22,2017
20/8/17,Marvel,St Kilda,North Melbourne,127,78,49,-49,1.3,3.65,-22.5,22.5,22,2017
25/8/17,Marvel,Hawthorn,Western Bulldogs,99,90,9,-9,1.8,2,-1.5,1.5,23,2017
26/8/17,M.C.G.,Collingwood,Melbourne,99,83,16,-16,3.35,1.35,22.5,-22.5,23,2017
26/8/17,Gabba,Brisbane,North Melbourne,79,130,-51,51,1.46,2.8,-15.5,15.5,23,2017
26/8/17,S.C.G.,Sydney,Carlton,138,57,81,-81,1.05,11,-53.5,53.5,23,2017
26/8/17,Adelaide,Port Adelaide,Gold Coast,135,20,115,-115,1.02,13,-56.5,56.5,23,2017
26/8/17,GMHBA,Geelong,GWS,103,59,44,-44,1.58,2.34,-8.5,8.5,23,2017
27/8/17,Marvel,Essendon,Fremantle,107,92,15,-15,1.1,7.5,-43.5,43.5,23,2017
27/8/17,Domain,West Coast,Adelaide,100,71,29,-29,1.88,1.96,-1.5,1.5,23,2017
27/8/17,M.C.G.,Richmond,St Kilda,122,81,41,-41,1.54,2.55,-9.5,9.5,23,2017
7/9/17,Adelaide,Adelaide,GWS,84,48,36,-36,1.53,2.6,-11.5,11.5,24,2017
8/9/17,M.C.G.,Geelong,Richmond,40,91,-51,51,2.15,1.7,4.5,-4.5,24,2017
9/9/17,S.C.G.,Sydney,Essendon,121,56,65,-65,1.16,5.5,-36.5,36.5,24,2017
9/9/17,Adelaide,Port Adelaide,West Coast,76,78,-2,2,2.2,1.65,5.5,-5.5,24,2017
15/9/17,M.C.G.,Geelong,Sydney,98,39,59,-59,2.5,1.52,11.5,-11.5,25,2017
16/9/17,GIANTS,GWS,West Coast,125,58,67,-67,1.42,2.95,-15.5,15.5,25,2017
22/9/17,Adelaide,Adelaide,Geelong,136,75,61,-61,1.4,3.05,-17.5,17.5,26,2017
23/9/17,M.C.G.,Richmond,GWS,103,67,36,-36,1.58,2.45,-9.5,9.5,26,2017
30/9/17,M.C.G.,Adelaide,Richmond,60,108,-48,48,1.75,2.25,-7,6,27,2017
22/3/18,M.C.G.,Richmond,Carlton,121,95,26,-26,1.19,5,-30.5,30.5,1,2018
23/3/18,Marvel,Essendon,Adelaide,99,87,12,-12,1.83,2.02,-2.5,2.5,1,2018
24/3/18,Marvel,St Kilda,Brisbane,107,82,25,-25,1.33,3.45,-22.5,22.5,1,2018
24/3/18,Adelaide,Port Adelaide,Fremantle,110,60,50,-50,1.18,5.25,-34.5,34.5,1,2018
24/3/18,Cazaly's,Gold Coast,North Melbourne,55,39,16,-16,1.13,6,-24.5,24.5,1,2018
24/3/18,M.C.G.,Hawthorn,Collingwood,101,67,34,-34,1.1,7,-31.5,31.5,1,2018
25/3/18,Canberra,GWS,Western Bulldogs,133,51,82,-82,1.33,3.45,-20.5,20.5,1,2018
25/3/18,M.C.G.,Melbourne,Geelong,94,97,-3,3,1.7,2.2,-6.5,6.5,1,2018
25/3/18,Perth,West Coast,Sydney,86,115,-29,29,11,1.04,37.5,-37.5,1,2018
29/3/18,Adelaide,Adelaide,Richmond,118,82,36,-36,1.65,2.2,-7.5,7.5,2,2018
30/3/18,Marvel,North Melbourne,St Kilda,95,43,52,-52,3.35,1.35,19.5,-19.5,2,2018
31/3/18,Marvel,Carlton,Gold Coast,67,101,-34,34,1.58,2.45,-9.5,9.5,2,2018
31/3/18,M.C.G.,Collingwood,GWS,79,95,-16,16,2.95,1.42,17.5,-17.5,2,2018
31/3/18,Perth,Fremantle,Essendon,106,90,16,-16,1.95,1.85,1.5,-1.5,2,2018
31/3/18,Gabba,Brisbane,Melbourne,74,100,-26,26,21,1.01,53.5,-53.5,2,2018
1/4/18,Marvel,Western Bulldogs,West Coast,70,121,-51,51,1.7,2.2,-7.5,7.5,2,2018
1/4/18,S.C.G.,Sydney,Port Adelaide,71,94,-23,23,1.42,2.95,-16.5,16.5,2,2018
2/4/18,M.C.G.,Geelong,Hawthorn,117,118,-1,1,1.7,2.2,-5.5,5.5,2,2018
6/4/18,M.C.G.,Carlton,Collingwood,76,100,-24,24,2.45,1.58,10.5,-10.5,3,2018
7/4/18,Adelaide,Port Adelaide,Brisbane,97,92,5,-5,1.03,13,-56.5,56.5,3,2018
7/4/18,M.C.G.,Melbourne,North Melbourne,123,86,37,-37,1.37,3.2,-20.5,20.5,3,2018
7/4/18,Perth,Gold Coast,Fremantle,68,96,-28,28,2.55,1.54,11.5,-11.5,3,2018
7/4/18,Marvel,St Kilda,Adelaide,55,104,-49,49,3.7,1.28,20.5,-20.5,3,2018
7/4/18,S.C.G.,Sydney,GWS,103,87,16,-16,1.4,2.94,-15.5,15.5,3,2018
8/4/18,M.C.G.,Richmond,Hawthorn,102,89,13,-13,1.56,2.5,-11.5,11.5,3,2018
8/4/18,Perth,West Coast,Geelong,95,80,15,-15,2,1.85,2.5,-2.5,3,2018
8/4/18,Marvel,Western Bulldogs,Essendon,104,83,21,-21,3.05,1.4,18.5,-18.5,3,2018
13/4/18,Adelaide,Adelaide,Collingwood,58,106,-48,48,1.18,5.25,-31.5,31.5,4,2018
14/4/18,Canberra,GWS,Fremantle,82,51,31,-31,1.18,5.25,-31.5,31.5,4,2018
14/4/18,M.C.G.,Richmond,Brisbane,110,17,93,-93,1.11,7,-40.5,40.5,4,2018
14/4/18,Marvel,Western Bulldogs,Sydney,79,86,-7,7,3.85,1.28,24.5,-24.5,4,2018
14/4/18,Perth,West Coast,Gold Coast,139,59,80,-80,1.19,5,-31.5,31.5,4,2018
14/4/18,Blundstone,North Melbourne,Carlton,116,30,86,-86,1.09,7.4,-36.5,36.5,4,2018
15/4/18,Marvel,Essendon,Port Adelaide,106,84,22,-22,2.25,1.67,7.5,-7.5,4,2018
15/4/18,M.C.G.,Hawthorn,Melbourne,115,48,67,-67,2.2,1.7,6.5,-6.5,4,2018
15/4/18,GMHBA,Geelong,St Kilda,103,56,47,-47,1.26,4,-26.5,26.5,4,2018
20/4/18,S.C.G.,Sydney,Adelaide,75,85,-10,10,1.24,4.25,-27.5,27.5,5,2018
21/4/18,Marvel,St Kilda,GWS,73,73,0,0,3.4,1.34,20.5,-20.5,5,2018
21/4/18,M.C.G.,Carlton,West Coast,69,79,-10,10,4.65,1.21,30.5,-30.5,5,2018
21/4/18,Perth,Fremantle,Western Bulldogs,108,54,54,-54,1.52,2.6,-13.5,13.5,5,2018
21/4/18,Adelaide,Port Adelaide,Geelong,50,84,-34,34,1.32,3.35,-19.5,19.5,5,2018
22/4/18,Marvel,North Melbourne,Hawthorn,98,70,28,-28,2.55,1.54,11.5,-11.5,5,2018
22/4/18,Gabba,Brisbane,Gold Coast,71,76,-5,5,1.71,2.2,-6.5,6.5,5,2018
24/4/18,M.C.G.,Melbourne,Richmond,56,102,-46,46,2.34,1.59,6.5,-6.5,5,2018
25/4/18,M.C.G.,Collingwood,Essendon,101,52,49,-49,1.74,2.15,-4.5,4.5,5,2018
27/4/18,Marvel,Western Bulldogs,Carlton,80,59,21,-21,1.42,2.95,-16.5,16.5,6,2018
28/4/18,GMHBA,Geelong,Sydney,69,86,-17,17,1.43,2.9,-15.5,15.5,6,2018
28/4/18,Marvel,North Melbourne,Port Adelaide,69,102,-33,33,2.15,1.73,5.5,-5.5,6,2018
28/4/18,GIANTS,GWS,Brisbane,77,43,34,-34,1.1,7.5,-38.5,38.5,6,2018
28/4/18,Adelaide,Adelaide,Gold Coast,110,62,48,-48,1.04,11,-51.5,51.5,6,2018
28/4/18,UTAS,Hawthorn,St Kilda,89,54,35,-35,1.11,6.4,-32.5,32.5,6,2018
29/4/18,Marvel,Essendon,Melbourne,72,108,-36,36,2.2,1.71,6.5,-6.5,6,2018
29/4/18,Perth,Fremantle,West Coast,81,89,-8,8,2.3,1.65,8.5,-8.5,6,2018
29/4/18,M.C.G.,Collingwood,Richmond,70,113,-43,43,2.75,1.48,13.5,-13.5,6,2018
4/5/18,GMHBA,Geelong,GWS,93,32,61,-61,1.35,3.35,-19.5,19.5,7,2018
5/5/18,Mars,Western Bulldogs,Gold Coast,81,72,9,-9,1.23,4.35,-27.5,27.5,7,2018
5/5/18,M.C.G.,Essendon,Hawthorn,67,90,-23,23,2.65,1.5,13.5,-13.5,7,2018
5/5/18,Perth,West Coast,Port Adelaide,102,60,42,-42,1.77,2.1,-3.5,3.5,7,2018
5/5/18,Adelaide,Adelaide,Carlton,125,70,55,-55,1.02,13,-57.5,57.5,7,2018
5/5/18,S.C.G.,Sydney,North Melbourne,66,68,-2,2,1.25,4,-23.5,23.5,7,2018
6/5/18,M.C.G.,Richmond,Fremantle,110,33,77,-77,1.11,7,-40.5,40.5,7,2018
6/5/18,Marvel,St Kilda,Melbourne,67,106,-39,39,3.15,1.38,18.5,-18.5,7,2018
6/5/18,Gabba,Brisbane,Collingwood,114,121,-7,7,3.6,1.31,22.5,-22.5,7,2018
11/5/18,M.C.G.,Hawthorn,Sydney,71,79,-8,8,1.58,2.45,-10.5,10.5,8,2018
12/5/18,GIANTS,GWS,West Coast,61,86,-25,25,1.47,2.75,-14.5,14.5,8,2018
12/5/18,M.C.G.,Carlton,Essendon,91,78,13,-13,2.8,1.46,15.5,-15.5,8,2018
12/5/18,Gabba,Gold Coast,Melbourne,77,146,-69,69,3.7,1.29,25.5,-25.5,8,2018
12/5/18,Adelaide,Port Adelaide,Adelaide,95,90,5,-5,2.1,1.75,6.5,-6.5,8,2018
12/5/18,Perth,Fremantle,St Kilda,89,59,30,-30,1.5,2.65,-13.5,13.5,8,2018
12/5/18,Marvel,Western Bulldogs,Brisbane,107,93,14,-14,1.15,5.3,-29.5,29.5,8,2018
13/5/18,Marvel,North Melbourne,Richmond,72,82,-10,10,3.75,1.29,22.5,-22.5,8,2018
13/5/18,M.C.G.,Collingwood,Geelong,45,66,-21,21,2.3,1.65,7.5,-7.5,8,2018
18/5/18,Adelaide,Adelaide,Western Bulldogs,63,26,37,-37,1.3,3.7,-21.5,21.5,9,2018
19/5/18,Jiangwan,Gold Coast,Port Adelaide,42,82,-40,40,8.5,1.08,46.5,-46.5,9,2018
19/5/18,Blundstone,North Melbourne,GWS,112,69,43,-43,1.45,2.85,-15.5,15.5,9,2018
19/5/18,M.C.G.,Essendon,Geelong,84,50,34,-34,5,1.19,33.5,-33.5,9,2018
19/5/18,S.C.G.,Sydney,Fremantle,111,52,59,-59,1.07,8.4,-42.5,42.5,9,2018
19/5/18,Marvel,St Kilda,Collingwood,72,100,-28,28,4.5,1.2,25.5,-25.5,9,2018
20/5/18,M.C.G.,Carlton,Melbourne,50,159,-109,109,6.75,1.12,41.5,-41.5,9,2018
20/5/18,Perth,West Coast,Richmond,130,83,47,-47,1.92,1.92,0,0,9,2018
20/5/18,Gabba,Brisbane,Hawthorn,129,73,56,-56,3.3,1.36,17.5,-17.5,9,2018
25/5/18,Marvel,Collingwood,Western Bulldogs,90,55,35,-35,1.4,3.05,-18.5,18.5,10,2018
26/5/18,M.C.G.,Richmond,St Kilda,105,77,28,-28,1.1,7.5,-42.5,42.5,10,2018
26/5/18,Gabba,Brisbane,Sydney,49,67,-18,18,3.15,1.38,17.5,-17.5,10,2018
26/5/18,GMHBA,Geelong,Carlton,73,45,28,-28,1.03,17,-50.5,50.5,10,2018
26/5/18,GIANTS,GWS,Essendon,60,95,-35,35,1.83,1.97,-1.5,1.5,10,2018
27/5/18,Marvel,Hawthorn,West Coast,60,75,-15,15,2.15,1.73,5.5,-5.5,10,2018
27/5/18,Perth,Fremantle,North Melbourne,58,86,-28,28,1.88,1.96,-1.5,1.5,10,2018
27/5/18,TIO,Melbourne,Adelaide,146,55,91,-91,1.67,2.25,-7.5,7.5,10,2018
1/6/18,S.C.G.,Sydney,Carlton,91,61,30,-30,1.06,10,-48.5,48.5,11,2018
2/6/18,Marvel,Western Bulldogs,Melbourne,51,100,-49,49,6,1.14,38.5,-38.5,11,2018
2/6/18,UTAS,Hawthorn,Port Adelaide,64,61,3,-3,2,1.84,2.5,-2.5,11,2018
2/6/18,Metricon,Gold Coast,Geelong,36,121,-85,85,3.25,1.36,21.5,-21.5,11,2018
2/6/18,Perth,West Coast,St Kilda,101,88,13,-13,1.05,11,-52.5,52.5,11,2018
2/6/18,M.C.G.,Essendon,Richmond,43,114,-71,71,21,1.01,51.5,-51.5,11,2018
3/6/18,Marvel,North Melbourne,Brisbane,141,87,54,-54,1.24,4.25,-27.5,27.5,11,2018
3/6/18,M.C.G.,Collingwood,Fremantle,138,77,61,-61,1.14,6.25,-40.5,40.5,11,2018
3/6/18,Adelaide,Adelaide,GWS,81,97,-16,16,1.33,3.5,-22.5,22.5,11,2018
8/6/18,Adelaide,Port Adelaide,Richmond,72,58,14,-14,1.7,2.2,-7.5,7.5,12,2018
9/6/18,GMHBA,Geelong,North Melbourne,96,59,37,-37,1.47,2.75,-15.5,15.5,12,2018
9/6/18,GIANTS,GWS,Gold Coast,134,26,108,-108,1.06,10,-46.5,46.5,12,2018
9/6/18,Marvel,St Kilda,Sydney,55,126,-71,71,301,1,84.5,-84.5,12,2018
10/6/18,Gabba,Brisbane,Essendon,62,84,-22,22,2.18,1.72,6.5,-6.5,12,2018
10/6/18,Perth,Fremantle,Adelaide,71,68,3,-3,3.95,1.27,27.5,-27.5,12,2018
11/6/18,M.C.G.,Melbourne,Collingwood,91,133,-42,42,1.54,2.55,-12.5,12.5,12,2018
14/6/18,Adelaide,Port Adelaide,Western Bulldogs,132,75,57,-57,1.12,6.75,-35.5,35.5,13,2018
15/6/18,S.C.G.,Sydney,West Coast,72,57,15,-15,1.52,2.6,-14.5,14.5,13,2018
16/6/18,Marvel,Carlton,Fremantle,46,103,-57,57,2.1,1.77,4.5,-4.5,13,2018
16/6/18,Metricon,Gold Coast,St Kilda,78,80,-2,2,2.45,1.58,11.5,-11.5,13,2018
16/6/18,M.C.G.,Hawthorn,Adelaide,88,32,56,-56,1.34,3.25,-15.5,15.5,13,2018
17/6/18,M.C.G.,Geelong,Richmond,65,83,-18,18,2.4,1.6,9.5,-9.5,13,2018
21/6/18,Perth,West Coast,Essendon,52,80,-28,28,1.33,3.45,-20.5,20.5,14,2018
22/6/18,Adelaide,Port Adelaide,Melbourne,75,65,10,-10,1.7,2.2,-6.5,6.5,14,2018
23/6/18,UTAS,Hawthorn,Gold Coast,96,43,53,-53,1.04,12,-54.5,54.5,14,2018
23/6/18,Gabba,Brisbane,GWS,82,109,-27,27,3.35,1.35,19.5,-19.5,14,2018
23/6/18,Marvel,Western Bulldogs,North Melbourne,75,77,-2,2,2.9,1.4,14.5,-14.5,14,2018
24/6/18,M.C.G.,Collingwood,Carlton,79,59,20,-20,1.07,9,-47.5,47.5,14,2018
28/6/18,Marvel,Richmond,Sydney,93,67,26,-26,1.6,2.35,-9.5,9.5,15,2018
29/6/18,Marvel,Western Bulldogs,Geelong,103,101,2,-2,5,1.19,33.5,-33.5,15,2018
30/6/18,M.C.G.,Carlton,Port Adelaide,69,90,-21,21,6,1.14,33.5,-33.5,15,2018
30/6/18,Adelaide,Adelaide,West Coast,88,78,10,-10,1.45,2.85,-17.5,17.5,15,2018
30/6/18,GIANTS,GWS,Hawthorn,95,84,11,-11,1.17,5,-33.5,33.5,15,2018
30/6/18,Metricon,Gold Coast,Collingwood,60,99,-39,39,8.6,1.07,36.5,-36.5,15,2018
1/7/18,M.C.G.,Melbourne,St Kilda,117,119,-2,2,1.14,6,-40.5,40.5,15,2018
1/7/18,Perth,Fremantle,Brisbane,64,119,-55,55,1.32,3.55,-21.5,21.5,15,2018
1/7/18,Marvel,Essendon,North Melbourne,125,108,17,-17,1.96,1.88,1.5,-1.5,15,2018
5/7/18,S.C.G.,Sydney,Geelong,59,71,-12,12,1.6,2.35,-8.5,8.5,16,2018
6/7/18,M.C.G.,Richmond,Adelaide,103,56,47,-47,1.26,4.05,-27.5,27.5,16,2018
7/7/18,Gabba,Brisbane,Carlton,120,55,65,-65,1.29,3.75,-25.5,25.5,16,2018
7/7/18,Adelaide,Port Adelaide,St Kilda,86,50,36,-36,1.14,6,-39.5,39.5,16,2018
7/7/18,TIO,Melbourne,Fremantle,102,48,54,-54,1.08,8.4,-45.5,45.5,16,2018
7/7/18,Marvel,Western Bulldogs,Hawthorn,59,122,-63,63,2.38,1.58,8.5,-8.5,16,2018
8/7/18,Marvel,North Melbourne,Gold Coast,95,58,37,-37,1.07,9,-51.5,51.5,16,2018
8/7/18,Perth,West Coast,GWS,86,75,11,-11,1.64,2.3,-9.5,9.5,16,2018
8/7/18,M.C.G.,Essendon,Collingwood,62,78,-16,16,2.25,1.67,8.5,-8.5,16,2018
12/7/18,Adelaide,Adelaide,Geelong,112,97,15,-15,2,1.85,2.5,-2.5,17,2018
13/7/18,Marvel,St Kilda,Carlton,116,52,64,-64,1.32,3.5,-22.5,22.5,17,2018
14/7/18,UTAS,Hawthorn,Brisbane,65,98,-33,33,1.24,4.25,-28.5,28.5,17,2018
14/7/18,M.C.G.,Melbourne,Western Bulldogs,119,69,50,-50,1.15,5.75,-40.5,40.5,17,2018
14/7/18,GIANTS,GWS,Richmond,79,77,2,-2,1.51,2.54,-9.5,9.5,17,2018
14/7/18,Metricon,Gold Coast,Essendon,51,95,-44,44,3.5,1.3,16.5,-16.5,17,2018
15/7/18,M.C.G.,Collingwood,West Coast,67,102,-35,35,1.54,2.55,-13.5,13.5,17,2018
15/7/18,Perth,Fremantle,Port Adelaide,59,50,9,-9,4.8,1.2,32.5,-32.5,17,2018
15/7/18,Marvel,North Melbourne,Sydney,98,104,-6,6,1.85,2,-2.5,2.5,17,2018
20/7/18,Marvel,St Kilda,Richmond,57,111,-54,54,5.4,1.17,33.5,-33.5,18,2018
21/7/18,M.C.G.,Collingwood,North Melbourne,130,64,66,-66,1.51,2.65,-15.5,15.5,18,2018
21/7/18,S.C.G.,Sydney,Gold Coast,64,88,-24,24,1.03,14,-63.5,63.5,18,2018
21/7/18,Marvel,Essendon,Fremantle,99,70,29,-29,1.15,5.75,-38.5,38.5,18,2018
21/7/18,Gabba,Brisbane,Adelaide,88,93,-5,5,2.08,1.74,3.5,-3.5,18,2018
21/7/18,GMHBA,Geelong,Melbourne,100,98,2,-2,1.58,2.36,-7.5,7.5,18,2018
22/7/18,Marvel,Carlton,Hawthorn,52,124,-72,72,5.5,1.16,35.5,-35.5,18,2018
22/7/18,Perth,West Coast,Western Bulldogs,100,46,54,-54,1.15,5.85,-37.5,37.5,18,2018
22/7/18,Adelaide,Port Adelaide,GWS,58,80,-22,22,1.65,2.3,-10.5,10.5,18,2018
27/7/18,Marvel,Essendon,Sydney,109,66,43,-43,1.75,2.12,-6.5,6.5,19,2018
28/7/18,M.C.G.,Richmond,Collingwood,105,77,28,-28,1.37,3.2,-20.5,20.5,19,2018
28/7/18,GMHBA,Geelong,Brisbane,120,78,42,-42,1.19,5,-30.5,30.5,19,2018
28/7/18,GIANTS,GWS,St Kilda,86,61,25,-25,1.15,5.75,-36.5,36.5,19,2018
28/7/18,Adelaide,Adelaide,Melbourne,77,90,-13,13,1.35,3.2,-18.5,18.5,19,2018
28/7/18,Metricon,Gold Coast,Carlton,44,79,-35,35,1.11,6.6,-31.5,31.5,19,2018
29/7/18,Blundstone,North Melbourne,West Coast,81,41,40,-40,1.75,2.12,-6.5,6.5,19,2018
29/7/18,Perth,Fremantle,Hawthorn,53,112,-59,59,2.75,1.48,15.5,-15.5,19,2018
29/7/18,Mars,Western Bulldogs,Port Adelaide,34,78,-44,44,3.35,1.35,22.5,-22.5,19,2018
